name	att_length	genome_length	score
BDP_218571	22	36516	100
BDP_389294	21	36516	100
BDP_417832	36	36516	100
BDP_11851	33	36515	99
BDP_381655	18	36515	100
BDP_420222	24	36515	96
BDP_8043	15	36514	100
BDP_195732	9	36514	100
BDP_360337	27	36514	69.0392156862745
BDP_376251	43	36514	99
BDP_134611	92	36513	93
BDP_8432	104	36512	100
BDP_88108	33	36512	100
BDP_192083	8	36512	100
BDP_219205	36	36512	95
BDP_265404	127	36512	98
BDP_345196	45	36512	100
BDP_405008	15	36512	99
BDP_408678	23	36512	96
BDP_167725	5	36511	99
BDP_55059	21	36510	79
BDP_61253	12	36510	89
BDP_65441	28	36510	98
BDP_84030	20	36510	99
BDP_137860	17	36510	100
BDP_392960	103	36510	96
BDP_397066	26	36510	70.01
BDP_399048	26	36510	100
BDP_56964	17	36509	100
BDP_351022	6	36509	100
BDP_62553	23	36508	100
BDP_212320	51	36508	100
BDP_252121	25	36508	100
BDP_311947	14	36508	100
BDP_357872	6	36508	100
BDP_164920	5	36507	100
BDP_215239	59	36507	100
BDP_365143	35	36507	100
BDP_15028	27	36506	99
BDP_178943	16	36506	100
BDP_302817	18	36506	94
BDP_343422	17	36506	97
BDP_64868	5	36505	98
BDP_316821	53	36505	94
BDP_340171	28	36504	95
BDP_155647	47	36503	100
BDP_184405	14	36503	100
BDP_224662	17	36503	99
BDP_242780	27	36503	99
BDP_251333	15	36503	100
BDP_314554	36	36503	100
BDP_365348	15	36503	99
BDP_177811	25	36502	100
BDP_265070	28	36502	100
BDP_2751	31	36501	99
BDP_197160	9	36501	100
BDP_35281	26	36500	100
BDP_50584	5	36500	100
BDP_77585	19	36500	100
BDP_96727	53	36499	100
BDP_148637	36	36499	100
BDP_329936	19	36498	100
BDP_375859	175	36498	92
BDP_422392	56	36498	100
BDP_101761	15	36497	83
BDP_104751	27	36497	100
BDP_312595	14	36497	100
BDP_62273	8	36495	100
BDP_99771	31	36494	99
BDP_113390	17	36493	76
BDP_425166	36	36493	100
BDP_35640	84	36492	94
BDP_39785	18	36492	100
BDP_346839	22	36492	96
BDP_194125	19	36491	100
BDP_202886	28	36491	100
BDP_307254	35	36491	100
BDP_321381	27	36491	99
BDP_344491	22	36491	100
BDP_24156	31	36490	99
BDP_46108	94	36490	93
BDP_104435	40	36490	96
BDP_117782	11	36490	100
BDP_359899	28	36490	100
BDP_82616	5	36489	100
BDP_231944	249	36489	100
BDP_16021	39	36488	98
BDP_112029	17	36488	100
BDP_121127	15	36488	99
BDP_202188	19	36488	100
BDP_207178	145	36488	99
BDP_105379	150	36487	20
BDP_309618	37	36487	93
BDP_327296	45	36487	100
BDP_43681	13	36486	64.01
BDP_110064	5	36486	99
BDP_120584	41	36486	93
BDP_134341	98	36486	100
BDP_221134	30	36486	100
BDP_240789	27	36486	99
BDP_249856	77	36486	100
BDP_215829	12	36485	100
BDP_303570	47	36485	94
BDP_325239	142	36485	100
BDP_35208	18	36484	99
BDP_79613	15	36484	100
BDP_116811	5	36484	100
BDP_354443	7	36483	100
BDP_42505	61	36482	99
BDP_92381	20	36482	100
BDP_117066	72	36482	100
BDP_200580	24	36482	99
BDP_297787	6	36482	100
BDP_89476	23	36481	97
BDP_69542	35	36480	100
BDP_292410	49	36480	91
BDP_300219	22	36480	100
BDP_326896	19	36480	99
BDP_346063	44	36480	88.00990099009901
BDP_418936	18	36480	100
BDP_425564	19	36480	99
BDP_36247	26	36479	100
BDP_4708	95	36478	97
BDP_34501	25	36478	100
BDP_169581	63	36478	92.00990099009901
BDP_401856	5	36478	100
BDP_44158	23	36477	98
BDP_92066	12	36477	78.00990099009901
BDP_136760	16	36477	100
BDP_179902	5	36477	100
BDP_189759	16	36477	100
BDP_365938	7	36477	100
BDP_24747	26	36476	100
BDP_126886	18	36476	99
BDP_162848	28	36476	96
BDP_188382	96	36476	86.03999999999999
BDP_424575	25	36476	100
BDP_61089	18	36475	100
BDP_250179	30	36475	98
BDP_413517	52	36475	91
BDP_175539	94	36474	97
BDP_231815	24	36474	92
BDP_290422	49	36474	100
BDP_322382	29	36474	98
BDP_391338	48	36474	99
BDP_118378	15	36473	100
BDP_185785	14	36473	100
BDP_357066	18	36473	100
BDP_30424	13	36472	99
BDP_315669	35	36472	98
BDP_331863	5	36472	100
BDP_9243	42	36471	98
BDP_179762	53	36471	99
BDP_188003	49	36471	98
BDP_199581	76	36471	97
BDP_32569	12	36470	36.56
BDP_37072	15	36470	99
BDP_387819	51	36470	100
BDP_26699	22	36469	100
BDP_216673	57	36469	100
BDP_362264	49	36469	98
BDP_58507	12	36468	100
BDP_93801	10	36468	100
BDP_171068	20	36468	100
BDP_182937	60	36468	100
BDP_44318	37	36467	94
BDP_220232	23	36467	62
BDP_225663	52	36467	100
BDP_359117	24	36467	100
BDP_368368	19	36467	100
BDP_402460	86	36467	90
BDP_405206	27	36467	100
BDP_3738	8	36466	100
BDP_97597	7	36466	100
BDP_183098	14	36466	100
BDP_230110	13	36466	82
BDP_418007	9	36466	99
BDP_429237	124	36466	100
BDP_16109	21	36465	100
BDP_47632	23	36465	100
BDP_71659	38	36465	93.03999999999999
BDP_262097	21	36465	100
BDP_358627	135	36465	98
BDP_399180	25	36465	96
BDP_8070	108	36464	98
BDP_2856	12	36463	98
BDP_99179	68	36463	99
BDP_100417	20	36463	100
BDP_156371	15	36463	100
BDP_168887	18	36463	100
BDP_276250	36	36463	100
BDP_66650	11	36462	100
BDP_128735	43	36462	99
BDP_196195	42	36462	99
BDP_248165	27	36462	98
BDP_309734	21	36462	98
BDP_4825	22	36461	100
BDP_23887	20	36461	100
BDP_237382	48	36461	100
BDP_409431	26	36461	99
BDP_106320	74	36460	28.036144578313255
BDP_160317	53	36460	98
BDP_211129	26	36460	100
BDP_354667	21	36460	84.00990099009901
BDP_365693	57	36460	100
BDP_70354	27	36459	100
BDP_311620	105	36459	21.96
BDP_47692	14	36458	100
BDP_115840	28	36458	100
BDP_169197	5	36458	100
BDP_301524	15	36458	100
BDP_375964	80	36458	100
BDP_49497	6	36457	100
BDP_60185	5	36457	100
BDP_132314	28	36457	89
BDP_334864	46	36457	98
BDP_358871	373	36457	97
BDP_365462	10	36457	100
BDP_84261	24	36456	98
BDP_174171	6	36456	100
BDP_238726	31	36456	83
BDP_318962	21	36456	88.23809523809523
BDP_416637	26	36456	99
BDP_155448	30	36455	98
BDP_289384	21	36455	100
BDP_400245	6	36455	100
BDP_14320	67	36454	100
BDP_173798	13	36454	96
BDP_180104	26	36454	100
BDP_381085	7	36454	100
BDP_102214	101	36452	99
BDP_231133	18	36452	73.03999999999999
BDP_104062	32	36451	87
BDP_169109	33	36451	99
BDP_175355	36	36451	100
BDP_176436	6	36451	100
BDP_180910	50	36451	100
BDP_230145	22	36451	99
BDP_419448	7	36451	100
BDP_47995	15	36450	100
BDP_113588	46	36450	100
BDP_149413	49	36450	96
BDP_276024	54	36450	100
BDP_356972	86	36450	90
BDP_801	9	36449	100
BDP_2427	25	36449	92
BDP_86834	52	36449	99
BDP_91805	19	36449	99
BDP_214614	23	36448	100
BDP_231429	198	36448	89.00990099009901
BDP_3750	7	36447	100
BDP_47091	20	36447	97
BDP_155363	28	36447	100
BDP_171673	6	36447	100
BDP_328593	8	36447	100
BDP_337835	47	36447	100
BDP_129836	25	36446	99
BDP_204112	20	36446	100
BDP_321415	9	36446	100
BDP_173717	35	36445	99
BDP_362810	14	36445	100
BDP_370288	23	36445	100
BDP_376330	47	36445	98
BDP_234630	5	36444	100
BDP_378798	19	36444	100
BDP_380297	50	36444	100
BDP_33675	19	36443	98
BDP_260720	20	36443	100
BDP_12584	36	36442	100
BDP_24031	104	36442	74
BDP_208840	68	36442	100
BDP_261488	23	36442	100
BDP_243049	10	36441	100
BDP_262441	121	36441	100
BDP_328058	32	36441	98
BDP_416725	24	36441	100
BDP_54433	40	36440	93
BDP_285360	30	36440	100
BDP_4600	32	36439	99
BDP_16425	6	36439	100
BDP_23693	42	36439	100
BDP_352154	12	36439	83.00990099009901
BDP_392121	18	36439	100
BDP_401756	7	36439	100
BDP_283115	26	36438	96.00990099009901
BDP_318842	25	36438	99
BDP_386834	16	36438	99
BDP_16991	7	36437	100
BDP_88340	39	36437	99
BDP_90992	27	36437	100
BDP_78881	5	36435	100
BDP_6566	20	36434	100
BDP_182067	27	36434	100
BDP_188508	19	36434	97
BDP_59309	39	36433	89
BDP_316725	5	36433	100
BDP_383010	14	36433	100
BDP_215302	8	36432	100
BDP_301303	132	36432	100
BDP_350080	34	36432	97
BDP_10551	29	36431	94
BDP_104138	27	36431	100
BDP_161735	25	36430	100
BDP_365974	121	36429	100
BDP_410651	99	36429	84
BDP_12545	62	36428	100
BDP_210314	23	36428	100
BDP_175798	19	36427	58.010000000000005
BDP_227211	122	36427	100
BDP_339661	41	36427	100
BDP_72154	9	36426	99
BDP_343839	19	36426	100
BDP_50151	13	36425	100
BDP_98393	92	36425	100
BDP_187489	9	36425	100
BDP_188900	14	36425	100
BDP_315612	20	36425	100
BDP_247773	13	36424	100
BDP_260812	219	36424	100
BDP_325690	56	36424	97
BDP_136861	29	36423	98
BDP_240670	6	36423	100
BDP_34714	6	36422	99
BDP_112583	63	36422	100
BDP_228681	16	36422	99
BDP_232212	7	36422	99
BDP_381209	5	36422	100
BDP_342527	11	36421	100
BDP_381025	88	36421	98
BDP_110789	22	36420	100
BDP_200919	6	36420	99
BDP_214882	61	36420	97
BDP_349386	14	36420	100
BDP_32729	50	36419	100
BDP_70517	19	36419	100
BDP_267039	46	36419	99
BDP_93909	27	36418	30.456790123456784
BDP_119507	127	36418	90
BDP_375137	7	36418	100
BDP_113341	7	36417	100
BDP_173708	11	36417	100
BDP_12358	90	36416	99
BDP_61092	13	36416	100
BDP_162127	87	36416	95.00990099009901
BDP_175020	12	36416	71
BDP_229343	5	36416	100
BDP_380237	42	36416	100
BDP_412856	17	36416	99
BDP_39338	142	36415	100
BDP_59531	27	36415	100
BDP_311445	17	36414	100
BDP_224515	48	36413	68.00990099009901
BDP_11951	50	36412	99
BDP_49782	7	36412	100
BDP_76258	20	36412	100
BDP_157741	32	36412	97
BDP_299709	28	36412	100
BDP_405071	30	36412	92.03999999999999
BDP_283513	33	36411	97
BDP_324006	17	36411	100
BDP_386797	54	36411	86
BDP_63535	50	36410	100
BDP_161274	22	36409	99
BDP_58427	11	36407	100
BDP_117200	19	36407	100
BDP_147713	30	36407	100
BDP_164008	12	36407	49.00990099009901
BDP_294255	39	36407	97
BDP_304548	47	36407	100
BDP_241106	30	36406	99
BDP_89303	46	36405	100
BDP_188105	87	36405	100
BDP_200718	188	36405	99
BDP_240123	45	36405	72.00990099009901
BDP_257916	39	36405	100
BDP_271635	20	36405	100
BDP_288736	12	36404	77.0392156862745
BDP_258912	27	36403	97
BDP_1204	44	36402	100
BDP_24021	8	36402	100
BDP_260394	6	36402	98
BDP_357876	6	36402	100
BDP_368647	5	36402	100
BDP_356884	27	36401	100
BDP_22813	47	36400	100
BDP_61199	133	36400	97
BDP_172768	21	36400	99
BDP_282139	5	36400	100
BDP_286214	66	36400	100
BDP_317713	13	36400	100
BDP_370414	20	36399	100
BDP_5671	47	36398	62.592592592592595
BDP_22433	23	36398	100
BDP_44469	26	36398	100
BDP_121910	26	36397	97.00990099009901
BDP_230699	8	36397	100
BDP_362065	20	36397	100
BDP_193872	25	36396	93.0392156862745
BDP_241202	6	36396	100
BDP_326964	5	36396	100
BDP_368179	5	36396	99
BDP_420119	15	36396	100
BDP_44446	53	36395	100
BDP_215179	15	36395	100
BDP_272620	30	36395	100
BDP_121843	47	36394	100
BDP_149982	93	36394	100
BDP_289096	5	36394	100
BDP_366281	58	36394	94
BDP_182311	34	36393	98
BDP_274221	47	36393	100
BDP_386284	22	36393	100
BDP_393588	6	36393	100
BDP_202581	26	36392	100
BDP_3025	24	36391	97
BDP_70639	138	36391	99
BDP_88971	30	36391	100
BDP_212358	23	36391	99
BDP_130032	18	36390	92
BDP_217169	24	36390	98
BDP_223691	57	36390	100
BDP_226682	45	36390	96
BDP_251726	22	36390	100
BDP_350135	6	36390	99
BDP_34025	99	36389	89
BDP_157992	57	36389	99
BDP_333755	7	36389	100
BDP_51267	14	36388	100
BDP_194648	70	36388	96
BDP_347054	5	36388	99
BDP_6426	94	36387	100
BDP_100086	7	36387	100
BDP_403287	60	36387	89
BDP_71250	52	36386	66
BDP_183702	19	36386	100
BDP_248842	12	36386	100
BDP_17216	23	36385	100
BDP_70009	8	36385	99
BDP_88982	12	36385	79
BDP_157786	6	36385	100
BDP_189400	5	36385	100
BDP_223061	21	36385	100
BDP_308494	47	36385	100
BDP_76603	39	36384	100
BDP_286384	29	36384	100
BDP_699	21	36383	100
BDP_58947	18	36383	92
BDP_111648	56	36383	42.18446601941747
BDP_82281	22	36382	98
BDP_166619	55	36382	81
BDP_215858	47	36382	100
BDP_133698	10	36381	100
BDP_49461	74	36380	94
BDP_144404	10	36380	100
BDP_287374	22	36380	99
BDP_50146	7	36379	100
BDP_160659	16	36379	100
BDP_75573	28	36378	100
BDP_86291	55	36378	100
BDP_387900	25	36378	100
BDP_261789	101	36377	100
BDP_336318	30	36377	100
BDP_76507	5	36376	99
BDP_196670	28	36376	100
BDP_206603	61	36376	97
BDP_248320	18	36376	100
BDP_259613	36	36376	100
BDP_359636	46	36376	100
BDP_223897	15	36375	100
BDP_416202	6	36375	99
BDP_166284	21	36374	100
BDP_43176	13	36373	100
BDP_183521	23	36373	100
BDP_24962	15	36372	100
BDP_100172	28	36372	100
BDP_248048	25	36372	98
BDP_262336	27	36372	100
BDP_342908	48	36372	100
BDP_71367	107	36371	99
BDP_99712	30	36371	99
BDP_204592	48	36371	88.03999999999999
BDP_211200	29	36371	85.03999999999999
BDP_361768	98	36371	100
BDP_410257	14	36371	95
BDP_150956	6	36370	100
BDP_176141	19	36370	100
BDP_254094	55	36370	95
BDP_282260	46	36370	98
BDP_17833	6	36369	100
BDP_60064	45	36369	98
BDP_141845	11	36369	100
BDP_161941	47	36369	100
BDP_338295	7	36369	99
BDP_21561	11	36368	100
BDP_45207	142	36368	97
BDP_93279	6	36368	100
BDP_145950	28	36368	100
BDP_151693	36	36368	100
BDP_171778	18	36368	100
BDP_173058	6	36366	100
BDP_20178	7	36364	100
BDP_63773	27	36364	100
BDP_150076	115	36364	90
BDP_160550	128	36364	100
BDP_194695	20	36364	100
BDP_266781	6	36364	100
BDP_44423	82	36362	97
BDP_62940	46	36362	100
BDP_85207	9	36362	100
BDP_217438	88	36362	100
BDP_23891	17	36361	100
BDP_201672	24	36361	99
BDP_391853	31	36361	100
BDP_342199	26	36360	100
BDP_414199	9	36360	100
BDP_224249	65	36359	100
BDP_405145	69	36359	100
BDP_62542	7	36358	100
BDP_207297	25	36358	95
BDP_256740	5	36358	100
BDP_367193	6	36358	100
BDP_87745	47	36357	100
BDP_151926	18	36357	100
BDP_248997	42	36357	100
BDP_162740	9	36356	100
BDP_220870	133	36356	99
BDP_231151	14	36356	93
BDP_243480	16	36356	100
BDP_386083	20	36356	100
BDP_113837	18	36355	100
BDP_161573	47	36355	98
BDP_280394	28	36355	99
BDP_138065	16	36354	98
BDP_240568	6	36354	99
BDP_330764	26	36354	100
BDP_59538	103	36353	98
BDP_61756	36	36353	98
BDP_336489	29	36353	100
BDP_49302	85	36352	92
BDP_258345	6	36352	100
BDP_364650	37	36352	95
BDP_379872	10	36352	100
BDP_94429	48	36351	100
BDP_23895	30	36350	91
BDP_154039	121	36350	100
BDP_350578	144	36350	100
BDP_279820	33	36349	100
BDP_346657	45	36349	100
BDP_35558	45	36348	100
BDP_327105	16	36348	100
BDP_101683	44	36347	99
BDP_329004	48	36347	99
BDP_377169	7	36347	100
BDP_419347	102	36347	99
BDP_224248	27	36345	97
BDP_224466	47	36345	99
BDP_389773	13	36345	100
BDP_392573	17	36345	100
BDP_48191	21	36344	100
BDP_71580	6	36344	100
BDP_14840	23	36343	100
BDP_304777	21	36343	100
BDP_350834	30	36343	58.480000000000004
BDP_53560	30	36342	100
BDP_71749	20	36342	78
BDP_302221	54	36342	100
BDP_303849	27	36342	100
BDP_146235	89	36341	100
BDP_283586	22	36341	100
BDP_287795	57	36341	100
BDP_202173	12	36340	80
BDP_139893	76	36339	82
BDP_234034	49	36339	100
BDP_265895	22	36339	95.03999999999999
BDP_426522	16	36339	100
BDP_77377	74	36338	100
BDP_122527	71	36338	100
BDP_285188	19	36338	59.20481927710843
BDP_17036	57	36337	94
BDP_39905	246	36337	96
BDP_57325	64	36337	100
BDP_235053	23	36337	100
BDP_17159	54	36336	100
BDP_81429	21	36336	100
BDP_143526	28	36336	100
BDP_189976	7	36336	100
BDP_256529	5	36335	100
BDP_237549	43	36334	98
BDP_322883	19	36334	100
BDP_357065	15	36334	99
BDP_148465	28	36333	77.25
BDP_268111	15	36333	99
BDP_268786	18	36333	98
BDP_322690	48	36333	68.24038461538461
BDP_168725	27	36332	99
BDP_237824	120	36332	60.00990099009901
BDP_244800	15	36332	100
BDP_338036	98	36332	100
BDP_392867	17	36332	74.09574468085107
BDP_95430	6	36331	98
BDP_154371	43	36331	95
BDP_181026	17	36330	100
BDP_248323	72	36329	100
BDP_172678	8	36328	100
BDP_287642	45	36328	93
BDP_422463	137	36328	100
BDP_5948	57	36327	95.00990099009901
BDP_84206	7	36327	100
BDP_123692	22	36327	99
BDP_185360	21	36327	83
BDP_321252	14	36327	100
BDP_414102	27	36327	93
BDP_2806	11	36325	100
BDP_31636	32	36325	100
BDP_118018	34	36324	87
BDP_146824	20	36324	63.0392156862745
BDP_337888	46	36324	99
BDP_120161	54	36323	100
BDP_153988	5	36323	100
BDP_248077	7	36323	100
BDP_261552	22	36323	100
BDP_294810	95	36323	89
BDP_32782	91	36322	100
BDP_41471	45	36322	100
BDP_116623	5	36322	100
BDP_270999	189	36322	100
BDP_394478	115	36322	66.96
BDP_66325	44	36321	95
BDP_359296	15	36321	100
BDP_6071	12	36320	100
BDP_129980	26	36320	100
BDP_388935	44	36320	75.00980392156863
BDP_158911	33	36319	96
BDP_329265	6	36319	100
BDP_381566	59	36319	96
BDP_397607	31	36319	100
BDP_78845	66	36318	44.61
BDP_355880	23	36318	38.410000000000004
BDP_410751	15	36318	100
BDP_4186	26	36317	43.12328767123287
BDP_55421	18	36317	100
BDP_104232	37	36316	97
BDP_33636	5	36315	100
BDP_53385	6	36315	100
BDP_346072	16	36315	53.38297872340425
BDP_393161	16	36315	100
BDP_397710	25	36315	100
BDP_25113	45	36314	100
BDP_64981	22	36314	100
BDP_164319	12	36314	100
BDP_302287	21	36314	100
BDP_372504	40	36314	55.86138613861385
BDP_13934	88	36313	100
BDP_50690	13	36313	26.409999999999997
BDP_92109	35	36313	100
BDP_317424	6	36313	96.01
BDP_76856	21	36312	100
BDP_144073	12	36312	50
BDP_159003	133	36312	84
BDP_254097	6	36312	100
BDP_279899	36	36312	98
BDP_351490	48	36311	100
BDP_75084	20	36309	100
BDP_229818	27	36309	100
BDP_257973	42	36309	96.00990099009901
BDP_48211	26	36308	100
BDP_52030	5	36308	100
BDP_70010	9	36307	100
BDP_74993	28	36307	95.0392156862745
BDP_183653	6	36307	100
BDP_396236	163	36307	80.64
BDP_424445	14	36307	100
BDP_95768	67	36306	95
BDP_129074	5	36306	100
BDP_229757	50	36306	94
BDP_252294	94	36306	96
BDP_55130	9	36305	100
BDP_65080	99	36305	91
BDP_142632	19	36305	44.198019801980195
BDP_168107	30	36305	100
BDP_191588	36	36305	93
BDP_242688	15	36305	100
BDP_415612	23	36305	99
BDP_134506	57	36304	96
BDP_161178	22	36304	99
BDP_195091	7	36304	99
BDP_260793	8	36304	100
BDP_294794	60	36304	95
BDP_397416	5	36304	100
BDP_82261	32	36303	97
BDP_99584	22	36303	100
BDP_193815	25	36303	100
BDP_196788	14	36303	100
BDP_375589	20	36303	97
BDP_545	46	36302	100
BDP_269202	27	36302	100
BDP_41452	22	36301	98
BDP_165432	85	36301	99
BDP_244620	14	36301	99
BDP_270990	27	36301	100
BDP_13562	24	36300	100
BDP_19405	5	36300	100
BDP_37522	16	36300	100
BDP_54079	15	36300	100
BDP_54867	51	36300	100
BDP_101027	52	36300	99
BDP_175845	30	36300	97
BDP_322088	112	36300	61.00990099009901
BDP_368988	14	36300	89
BDP_43012	47	36299	100
BDP_53470	9	36299	100
BDP_112564	30	36299	100
BDP_177616	29	36299	97
BDP_425493	52	36299	99
BDP_128348	82	36298	97
BDP_256401	8	36298	100
BDP_200070	21	36297	100
BDP_320064	44	36297	91
BDP_27124	5	36296	100
BDP_271921	6	36296	96.03999999999999
BDP_11174	13	36295	100
BDP_257990	16	36295	100
BDP_46266	8	36294	100
BDP_145634	59	36294	97
BDP_55283	5	36293	100
BDP_112002	6	36293	100
BDP_414596	8	36293	100
BDP_31606	75	36292	100
BDP_174411	16	36292	100
BDP_251712	28	36292	100
BDP_273665	44	36292	56.49000000000001
BDP_27806	20	36291	100
BDP_240975	81	36291	34
BDP_268133	7	36291	98
BDP_123403	23	36290	100
BDP_322281	18	36290	99
BDP_36970	30	36289	97
BDP_66758	64	36289	100
BDP_124725	17	36289	100
BDP_173848	45	36289	100
BDP_247415	215	36289	98
BDP_256350	72	36289	100
BDP_265994	35	36289	100
BDP_266743	22	36289	100
BDP_358281	23	36288	100
BDP_110213	27	36287	100
BDP_127271	45	36287	98
BDP_157450	37	36287	99
BDP_180991	17	36287	83.08910891089108
BDP_183393	114	36287	88
BDP_262617	5	36287	61.410000000000004
BDP_355682	34	36287	67.01
BDP_391832	160	36287	100
BDP_411449	149	36287	100
BDP_72678	13	36286	100
BDP_115642	6	36286	100
BDP_266649	36	36286	99
BDP_256645	38	36285	81
BDP_26201	14	36284	85.25773195876289
BDP_104866	30	36284	95
BDP_112904	5	36284	100
BDP_121755	27	36284	100
BDP_139162	17	36284	100
BDP_70829	9	36283	100
BDP_254547	6	36283	100
BDP_331157	41	36283	89.01
BDP_353232	19	36283	26.560000000000002
BDP_110322	20	36282	100
BDP_180346	28	36282	100
BDP_267939	112	36282	98
BDP_51601	22	36281	96.00990099009901
BDP_377602	21	36281	100
BDP_76562	50	36280	94
BDP_83042	122	36280	100
BDP_261381	57	36280	100
BDP_173923	47	36279	100
BDP_191467	45	36279	100
BDP_265165	11	36279	44.89
BDP_370792	36	36279	100
BDP_426363	10	36279	100
BDP_27533	30	36278	100
BDP_105450	63	36278	100
BDP_369202	129	36278	95
BDP_83144	18	36277	87
BDP_134006	49	36277	100
BDP_245818	6	36277	99
BDP_258485	25	36277	97.00990099009901
BDP_53737	36	36276	100
BDP_112452	21	36276	100
BDP_180705	21	36276	100
BDP_66832	16	36275	100
BDP_134642	15	36275	100
BDP_166393	5	36275	100
BDP_289082	23	36275	99
BDP_336127	51	36275	95
BDP_56439	8	36274	100
BDP_258199	30	36274	97
BDP_377743	15	36274	90.01
BDP_301266	50	36273	100
BDP_405738	122	36273	100
BDP_42544	45	36272	98
BDP_102186	57	36272	100
BDP_257169	24	36272	97
BDP_351655	40	36272	65.15384615384616
BDP_189154	14	36271	100
BDP_217002	47	36271	93
BDP_265776	46	36271	100
BDP_388175	54	36271	100
BDP_49633	124	36270	98
BDP_59367	59	36270	100
BDP_40183	6	36269	100
BDP_85292	16	36269	100
BDP_40201	26	36268	100
BDP_184340	122	36268	100
BDP_381342	277	36268	71.00990099009901
BDP_425916	22	36268	100
BDP_139362	15	36267	100
BDP_340645	15	36267	99
BDP_378396	24	36267	100
BDP_66214	74	36266	94
BDP_112642	123	36266	100
BDP_135811	23	36266	100
BDP_194377	20	36266	66.01
BDP_228932	19	36266	100
BDP_305555	19	36266	100
BDP_109237	19	36265	100
BDP_201659	46	36265	100
BDP_84429	19	36264	100
BDP_44657	5	36263	100
BDP_98725	58	36263	100
BDP_259057	6	36263	100
BDP_5551	5	36261	100
BDP_37508	5	36261	99
BDP_53277	368	36261	84
BDP_55577	29	36261	97
BDP_139004	28	36261	100
BDP_209094	20	36261	99
BDP_215629	7	36261	99
BDP_397445	7	36261	100
BDP_36774	56	36260	100
BDP_66209	7	36260	100
BDP_127889	11	36260	100
BDP_236196	20	36260	100
BDP_300873	132	36260	100
BDP_320805	16	36260	100
BDP_19369	30	36259	100
BDP_345262	5	36259	100
BDP_176476	70	36258	91.03960396039604
BDP_268556	7	36258	100
BDP_316184	6	36258	100
BDP_376173	14	36258	100
BDP_429588	72	36258	99
BDP_75718	162	36257	99
BDP_322308	32	36257	94
BDP_386172	47	36257	92
BDP_213353	64	36256	99
BDP_359553	34	36256	100
BDP_2623	75	36255	97
BDP_3558	27	36255	88.33962264150944
BDP_130898	41	36255	99
BDP_315986	28	36255	100
BDP_5220	6	36254	100
BDP_91291	20	36254	99
BDP_214796	108	36254	100
BDP_380064	18	36254	91.01
BDP_27227	79	36253	94
BDP_282434	15	36253	99
BDP_21325	6	36252	98
BDP_125914	27	36252	100
BDP_240477	29	36252	100
BDP_6287	32	36251	66.01
BDP_59142	25	36251	100
BDP_7229	132	36250	100
BDP_136081	78	36250	100
BDP_26713	35	36249	100
BDP_70484	16	36249	100
BDP_422550	14	36249	77.01
BDP_91242	97	36248	94
BDP_235586	48	36248	95.00990099009901
BDP_318956	16	36247	82.00990099009901
BDP_16541	28	36246	100
BDP_51083	45	36246	100
BDP_121588	8	36246	100
BDP_347618	43	36246	80.25
BDP_409534	106	36246	91
BDP_2785	22	36245	100
BDP_369409	28	36245	98
BDP_370144	32	36245	88
BDP_408526	18	36245	98
BDP_47633	16	36244	100
BDP_49473	22	36244	100
BDP_77811	30	36244	99
BDP_171026	134	36244	100
BDP_337091	14	36244	100
BDP_12437	56	36243	100
BDP_54002	5	36243	98
BDP_255513	47	36243	100
BDP_341492	79	36243	99
BDP_370388	99	36243	97
BDP_7925	50	36242	97
BDP_45698	8	36242	100
BDP_93642	128	36242	100
BDP_130782	92	36242	99
BDP_23159	27	36241	99
BDP_2327	15	36240	100
BDP_16480	25	36240	100
BDP_86048	6	36240	100
BDP_172484	5	36240	100
BDP_12971	28	36239	100
BDP_62139	5	36239	100
BDP_70297	125	36239	99
BDP_145070	13	36239	100
BDP_194765	18	36239	99
BDP_228453	44	36239	100
BDP_253943	122	36239	93
BDP_323934	121	36239	90
BDP_36142	18	36238	35.239999999999995
BDP_126986	7	36238	99
BDP_140639	21	36238	100
BDP_188960	5	36238	100
BDP_272554	61	36238	92.00990099009901
BDP_13005	24	36237	100
BDP_139960	25	36237	100
BDP_155996	90	36237	99
BDP_256382	14	36237	100
BDP_218772	43	36236	100
BDP_241808	25	36236	100
BDP_63567	61	36235	100
BDP_239646	59	36235	67.9090909090909
BDP_14511	12	36234	99
BDP_105998	19	36234	38.839999999999996
BDP_179245	25	36234	100
BDP_418948	20	36234	97
BDP_421	129	36233	96
BDP_34120	26	36233	64.0873786407767
BDP_151856	24	36233	100
BDP_52536	5	36232	100
BDP_62394	22	36232	100
BDP_199182	29	36232	97
BDP_40985	7	36231	100
BDP_58121	122	36231	100
BDP_48032	27	36230	100
BDP_123453	31	36230	100
BDP_234738	23	36230	98
BDP_157445	6	36228	100
BDP_220103	25	36228	100
BDP_296375	131	36228	43.28571428571429
BDP_375004	26	36228	37.08641975308642
BDP_138075	59	36227	95.00990099009901
BDP_204568	84	36227	98
BDP_258276	26	36227	98
BDP_267983	126	36227	99
BDP_282578	133	36227	97
BDP_28806	35	36226	92.00990099009901
BDP_41630	47	36226	80.04040404040404
BDP_57373	51	36226	100
BDP_222276	6	36226	100
BDP_264004	15	36226	100
BDP_66806	16	36225	100
BDP_93582	124	36225	92.00990099009901
BDP_190295	47	36225	100
BDP_314444	5	36224	100
BDP_40338	148	36223	100
BDP_129506	33	36223	100
BDP_4530	20	36222	100
BDP_66008	24	36222	99
