cluster	type	genome_size	name
family_4	BDP	47333	BDP_104456
family_4	BUP	21003	BUP_313941
family_4	BDP	46247	BDP_212754
family_4	BUP	45585	BUP_338716
family_4	BDP	51747	BDP_149474
family_4	BDP	48289	BDP_173111
family_4	BDP	48893	BDP_30056
family_4	BDP	47544	BDP_210481
family_4	BDP	46673	BDP_395117
family_4	BDP	47513	BDP_63892
family_4	BDP	45517	BDP_29433
family_4	BDP	49057	BDP_354126
family_4	BDP	45609	BDP_86228
family_4	BUP	43786	BUP_60454
family_4	BDP	48479	BDP_36250
family_4	BUP	13801	BUP_51744
family_4	BDP	49367	BDP_266968
family_4	BDP	50243	BDP_163071
family_4	BDP	10726	BDP_149605
family_4	BDP	46405	BDP_261188
family_4	BDP	53481	BDP_333590
family_4	BUP	40088	BUP_223980
family_4	BUP	33076	BUP_17607
family_4	BDP	47012	BDP_401843
family_4	BDP	47017	BDP_4741
family_4	BUP	44500	BUP_300963
family_4	BDP	49647	BDP_42250
family_4	BDP	51441	BDP_291349
family_4	BUP	38870	BUP_61461
family_4	BDP	46973	BDP_337694
family_4	BDP	49544	BDP_412424
family_4	BDP	46696	BDP_55930
family_4	BDP	48144	BDP_58466
family_4	BUP	47617	BUP_259261
family_4	BDP	46992	BDP_230686
family_4	BDP	47474	BDP_370047
family_4	BDP	48889	BDP_261758
family_4	BDP	47433	BDP_261516
family_4	BDP	49837	BDP_18028
family_4	BDP	50875	BDP_418184
family_4	BUP	21895	BUP_77715
family_4	BDP	44548	BDP_105660
family_4	BUP	48433	BUP_34226
family_4	BDP	49973	BDP_118602
family_4	BDP	54986	BDP_48853
family_4	BDP	27492	BDP_424085
family_4	BDP	46741	BDP_353975
family_4	BDP	49341	BDP_160921
family_4	BDP	46582	BDP_120254
family_4	BDP	50443	BDP_124883
family_4	BDP	47703	BDP_336945
family_4	BDP	47888	BDP_35961
family_4	BUP	18639	BUP_282071
family_4	BDP	47952	BDP_412487
family_4	BDP	48524	BDP_170604
family_4	BUP	45609	BUP_177407
family_4	BDP	45920	BDP_153682
family_4	BDP	49187	BDP_282883
family_4	BDP	50593	BDP_98120
family_4	BDP	51409	BDP_326596
family_4	BDP	46228	BDP_187254
family_4	BDP	51466	BDP_107357
family_4	BUP	8276	BUP_334563
family_4	BDP	46750	BDP_201652
family_4	BDP	45838	BDP_266828
family_4	BDP	46979	BDP_251999
family_4	BDP	48788	BDP_181284
family_4	BDP	48205	BDP_121799
family_4	BDP	49675	BDP_148068
family_4	BDP	52104	BDP_86000
family_4	BUP	47948	BUP_7724
family_4	BUP	48975	BUP_278076
family_4	BDP	52174	BDP_396545
family_4	BDP	43567	BDP_176660
family_4	BDP	46768	BDP_405323
family_4	BDP	47899	BDP_36099
family_4	BDP	57031	BDP_249301
family_4	BDP	47057	BDP_422936
family_4	BDP	43576	BDP_85752
family_4	BDP	45846	BDP_325060
family_4	BDP	50641	BDP_337809
family_4	BUP	35122	BUP_87122
family_4	BDP	47941	BDP_64682
family_4	BDP	48287	BDP_53093
family_4	BDP	48178	BDP_192820
family_4	BDP	48434	BDP_319734
family_4	BDP	17172	BDP_399941
family_4	BDP	46688	BDP_360934
family_4	BDP	47167	BDP_253337
family_4	BDP	49021	BDP_114891
family_4	BDP	51190	BDP_315600
family_4	BUP	47426	BUP_290456
family_4	BDP	49304	BDP_107940
family_4	BUP	53683	BUP_196642
family_4	BDP	51134	BDP_2196
family_4	BDP	51445	BDP_2195
family_4	BUP	50626	BUP_148155
family_4	BDP	46294	BDP_166469
family_4	BDP	46974	BDP_346565
family_4	BUP	30053	BUP_131684
family_4	BDP	46191	BDP_264103
family_4	BDP	37356	BDP_156322
family_4	BDP	46716	BDP_12032
family_4	BDP	49765	BDP_123216
family_4	BUP	48834	BUP_234809
family_4	BDP	46774	BDP_420385
family_4	BDP	49548	BDP_65694
family_4	BDP	49669	BDP_183624
family_4	BDP	49835	BDP_58708
family_4	BDP	43881	BDP_168610
family_4	BDP	47880	BDP_68101
family_4	BDP	47070	BDP_87507
family_4	BDP	49141	BDP_303539
family_4	BDP	48070	BDP_337238
family_4	BDP	45944	BDP_237918
family_4	BDP	48269	BDP_239025
family_4	BDP	49702	BDP_326864
family_4	BDP	48096	BDP_223416
family_4	BDP	50025	BDP_381872
family_4	BDP	47776	BDP_113920
family_4	BUP	41828	BUP_32503
family_4	BDP	45483	BDP_182217
family_4	BUP	17578	BUP_200794
family_4	BUP	49106	BUP_234121
family_4	BDP	48370	BDP_80447
family_4	BDP	48470	BDP_94910
family_4	BDP	47574	BDP_137526
family_4	BDP	49025	BDP_250274
family_4	BDP	50162	BDP_21548
family_4	BUP	8906	BUP_62561
family_4	BDP	46426	BDP_50496
family_4	BDP	49392	BDP_132606
family_4	BDP	49725	BDP_292948
family_4	BDP	80174	BDP_58785
family_4	BDP	48140	BDP_211470
family_4	BDP	48365	BDP_180602
family_4	BDP	45347	BDP_384642
family_4	BDP	50584	BDP_114049
family_4	BUP	44240	BUP_33679
family_4	BDP	48613	BDP_253218
family_4	BDP	46810	BDP_421321
family_4	BDP	48028	BDP_154445
family_4	BDP	49944	BDP_277544
family_4	BDP	47392	BDP_169718
family_4	BDP	48733	BDP_143419
family_4	BDP	50957	BDP_130559
family_4	BDP	61643	BDP_114722
family_4	BUP	45227	BUP_218798
family_4	BDP	45049	BDP_170270
family_4	BDP	47198	BDP_76205
family_4	BUP	47024	BUP_277416
family_4	BDP	45312	BDP_395403
family_4	BDP	47993	BDP_373554
family_4	BDP	48193	BDP_158420
family_4	BDP	47805	BDP_294966
family_4	BUP	45507	BUP_188431
family_4	BDP	48134	BDP_326441
family_4	BDP	48928	BDP_310233
family_4	BDP	46097	BDP_286309
family_4	BDP	48260	BDP_424263
family_4	BDP	48167	BDP_70550
family_4	BDP	45018	BDP_101584
family_4	BDP	45519	BDP_174903
family_4	BDP	47400	BDP_94459
family_4	BDP	44971	BDP_15547
family_4	BUP	17810	BUP_264159
family_4	BDP	46393	BDP_42746
family_4	BDP	47437	BDP_173448
family_4	BDP	48320	BDP_72721
family_4	BUP	8610	BUP_65515
family_4	BDP	46238	BDP_107161
family_4	BDP	45833	BDP_251163
family_4	BDP	45857	BDP_121748
family_4	BDP	49371	BDP_127016
family_4	BDP	45533	BDP_7089
family_4	BDP	47491	BDP_415405
family_4	BDP	48949	BDP_381829
family_4	BDP	47759	BDP_325170
family_4	BDP	47070	BDP_340379
family_4	BDP	45357	BDP_214347
family_4	BDP	49484	BDP_205600
family_4	BUP	18528	BUP_32582
family_4	BDP	43541	BDP_104122
family_4	BDP	47254	BDP_287294
family_4	BDP	46976	BDP_333199
family_4	BDP	46038	BDP_87126
family_4	BDP	48604	BDP_384200
family_4	BDP	43804	BDP_216688
family_4	BUP	29834	BUP_150799
family_4	BDP	48508	BDP_58450
family_4	BDP	49438	BDP_330057
family_4	BDP	46833	BDP_369231
family_4	BDP	45547	BDP_212513
family_4	BDP	46664	BDP_406821
family_4	BDP	47605	BDP_332740
family_4	BDP	48451	BDP_74847
family_4	BDP	48188	BDP_22786
family_4	BDP	47155	BDP_387700
family_4	BDP	47634	BDP_336181
family_4	BDP	36520	BDP_421314
family_4	BUP	40774	BUP_204091
family_4	BDP	46023	BDP_115336
family_4	BDP	45466	BDP_192574
family_4	BDP	48959	BDP_244037
family_4	BDP	49131	BDP_170302
family_4	BDP	47999	BDP_285217
family_4	BDP	48548	BDP_104042
family_4	BDP	46730	BDP_81679
family_4	BUP	46214	BUP_251479
family_4	BUP	7999	BUP_161375
family_4	BDP	16618	BDP_16033
family_4	BDP	49957	BDP_271269
family_4	BDP	51693	BDP_110590
family_4	BDP	45140	BDP_132712
family_4	BDP	50153	BDP_180153
family_4	BDP	49289	BDP_57024
family_4	BDP	46835	BDP_143453
family_4	BDP	45711	BDP_190054
family_4	BDP	47528	BDP_300851
family_4	BDP	48664	BDP_285881
family_4	BDP	49591	BDP_203483
family_4	BDP	51603	BDP_166978
family_4	BDP	53197	BDP_670
family_4	BUP	19909	BUP_2729
family_4	BDP	49098	BDP_171816
family_4	BUP	96771	BUP_149762
family_4	BDP	45829	BDP_28636
family_4	BDP	46591	BDP_312339
family_4	BDP	44275	BDP_62129
family_4	BDP	45150	BDP_208781
family_4	BDP	47741	BDP_26117
family_4	BDP	50171	BDP_186883
family_4	BDP	46050	BDP_335289
family_4	BDP	46816	BDP_81781
family_4	BDP	48945	BDP_331541
family_4	BUP	17231	BUP_237747
family_4	BDP	49811	BDP_215249
family_4	BUP	21071	BUP_265795
family_4	BDP	47813	BDP_366664
family_4	BDP	46344	BDP_32188
family_4	BDP	46059	BDP_221516
family_4	BDP	45722	BDP_233692
family_4	BDP	50406	BDP_67412
family_4	BDP	45674	BDP_267452
family_4	BDP	51101	BDP_292587
family_4	BDP	45866	BDP_199870
family_4	BDP	46392	BDP_242269
family_4	BDP	47598	BDP_392901
family_4	BDP	46000	BDP_8108
family_4	BDP	49207	BDP_120018
family_4	BDP	44511	BDP_83827
family_4	BUP	7099	BUP_181518
family_4	BDP	44827	BDP_22383
family_4	BDP	47305	BDP_237350
family_4	BDP	47696	BDP_218677
family_4	BDP	49244	BDP_412898
family_4	BDP	49984	BDP_110735
family_4	BDP	46588	BDP_43711
family_4	BDP	19991	BDP_263578
family_4	BDP	48620	BDP_360128
family_4	BDP	48308	BDP_157638
family_4	BDP	48560	BDP_336699
family_4	BDP	46722	BDP_204077
family_4	BDP	47637	BDP_274808
family_4	BDP	46441	BDP_58891
family_4	BDP	52476	BDP_21195
family_4	BDP	46754	BDP_294233
family_4	BDP	46852	BDP_169107
family_4	BDP	49164	BDP_154134
family_4	BDP	38079	BDP_179932
family_4	BDP	46447	BDP_303870
family_4	BDP	48577	BDP_112310
family_4	BDP	48828	BDP_95970
family_4	BDP	44485	BDP_27320
family_4	BDP	51299	BDP_132671
family_4	BUP	44552	BUP_74603
family_4	BDP	48530	BDP_58287
family_4	BDP	48190	BDP_49910
family_4	BDP	48187	BDP_257946
family_4	BDP	48209	BDP_26741
family_4	BDP	48384	BDP_196667
family_4	BDP	49100	BDP_197771
family_4	BDP	51976	BDP_276450
family_4	BDP	47176	BDP_387031
family_4	BDP	48180	BDP_323684
family_4	BDP	48283	BDP_414751
family_4	BDP	48904	BDP_277676
family_4	BDP	47067	BDP_295464
family_4	BDP	50114	BDP_115913
family_4	BDP	48781	BDP_363824
family_4	BDP	47149	BDP_2786
family_4	BDP	50478	BDP_19213
family_4	BUP	20935	BUP_191624
family_4	BDP	47518	BDP_376899
family_4	BDP	49572	BDP_93386
family_4	BDP	49736	BDP_134122
family_4	BDP	46015	BDP_57301
family_4	BDP	48816	BDP_301806
family_4	BDP	49972	BDP_288544
family_4	BDP	46359	BDP_140846
family_4	BDP	45048	BDP_275092
family_4	BDP	48905	BDP_89420
family_4	BDP	53846	BDP_49632
family_4	BUP	19368	BUP_308406
family_4	BDP	47967	BDP_347693
family_4	BDP	46750	BDP_10472
family_4	BDP	50598	BDP_24807
family_4	BUP	9656	BUP_3174
family_4	BDP	47584	BDP_152289
family_4	BDP	49588	BDP_58376
family_4	BDP	47947	BDP_321436
family_4	BUP	47347	BUP_23276
family_4	BDP	15358	BDP_1815
family_4	BUP	17097	BUP_196475
family_4	BDP	45862	BDP_172464
family_4	BDP	49905	BDP_297470
family_4	BDP	52160	BDP_317169
family_4	BDP	47677	BDP_27064
family_4	BDP	48909	BDP_206469
family_4	BDP	50148	BDP_27003
family_4	BDP	48156	BDP_264986
family_4	BDP	45543	BDP_100324
family_4	BUP	35600	BUP_27503
family_4	BDP	49759	BDP_317993
family_4	BUP	21322	BUP_272969
family_4	BDP	47134	BDP_283036
family_4	BDP	49363	BDP_217811
family_4	BUP	22030	BUP_77804
family_4	BDP	48303	BDP_65215
family_4	BUP	36801	BUP_51010
family_4	BDP	46746	BDP_27175
family_4	BDP	49020	BDP_254974
family_4	BUP	31984	BUP_355844
family_4	BUP	50454	BUP_309939
family_4	BDP	49678	BDP_304494
family_4	BDP	48968	BDP_210025
family_4	BDP	49309	BDP_338648
family_4	BDP	51787	BDP_170038
family_4	BDP	45349	BDP_42261
family_4	BUP	8900	BUP_359654
family_4	BUP	21602	BUP_141510
family_4	BDP	52645	BDP_159913
family_4	BUP	53109	BUP_75543
family_4	BDP	50281	BDP_347342
family_4	BUP	20401	BUP_29861
family_4	BUP	43996	BUP_314840
family_4	BDP	45286	BDP_244324
family_4	BDP	48516	BDP_44186
family_4	BDP	54736	BDP_86948
family_4	BDP	55904	BDP_144759
family_4	BDP	71113	BDP_408686
family_4	BDP	46654	BDP_122384
family_4	BDP	47632	BDP_236993
family_4	BDP	48327	BDP_146896
family_4	BDP	48177	BDP_280985
family_4	BDP	48814	BDP_107321
family_4	BDP	46309	BDP_275456
family_4	BDP	49442	BDP_404789
family_4	BDP	48490	BDP_146292
family_4	BDP	49938	BDP_5859
family_4	BDP	50910	BDP_58019
family_4	BDP	55991	BDP_60828
family_4	BUP	59651	BUP_270225
family_4	BDP	45095	BDP_15883
family_4	BDP	47894	BDP_306560
family_4	BUP	45409	BUP_159814
family_4	BDP	47026	BDP_318998
family_4	BDP	46782	BDP_36211
family_4	BUP	16267	BUP_12527
family_4	BUP	20826	BUP_288995
family_4	BDP	46803	BDP_312771
family_4	BDP	46983	BDP_89337
family_4	BDP	64827	BDP_28947
family_4	BDP	48191	BDP_292762
family_4	BDP	47183	BDP_233389
family_4	BDP	45211	BDP_365630
family_4	BDP	47550	BDP_133247
family_4	BDP	44955	BDP_426643
family_4	BDP	47390	BDP_87967
family_4	BDP	48120	BDP_73658
family_4	BUP	48949	BUP_51451
family_4	BDP	46354	BDP_341795
family_4	BDP	46397	BDP_231699
family_4	BDP	45192	BDP_385596
family_4	BDP	47821	BDP_406814
family_4	BDP	50310	BDP_152417
family_4	BUP	18912	BUP_197878
family_4	BDP	49278	BDP_88633
family_4	BDP	49427	BDP_137942
family_4	BDP	45891	BDP_296188
family_4	BDP	48218	BDP_284296
family_4	BUP	16662	BUP_338381
family_4	BUP	16475	BUP_38015
family_4	BDP	21036	BDP_351753
family_4	BDP	47236	BDP_206800
family_4	BDP	48924	BDP_225593
family_4	BDP	49547	BDP_412899
family_4	BUP	17319	BUP_197876
family_4	BDP	48172	BDP_117294
family_4	BDP	46938	BDP_90228
family_4	BDP	47808	BDP_203263
family_4	BDP	48155	BDP_10292
family_4	BDP	49801	BDP_296710
family_4	BDP	50685	BDP_100769
family_4	BDP	45526	BDP_337375
family_4	BDP	48611	BDP_384207
family_4	BDP	45011	BDP_101916
family_4	BDP	45946	BDP_280266
family_4	BDP	46290	BDP_84303
family_4	BDP	47132	BDP_257424
family_4	BUP	22068	BUP_244754
family_4	BDP	48344	BDP_412186
family_4	BUP	17704	BUP_69914
family_4	BDP	45613	BDP_284535
family_4	BDP	47183	BDP_129986
family_4	BUP	23783	BUP_344834
family_4	BDP	45473	BDP_43956
family_4	BDP	46831	BDP_228955
family_4	BDP	49119	BDP_230849
family_4	BDP	44871	BDP_199858
family_4	BDP	45951	BDP_329544
family_4	BDP	46393	BDP_61817
family_4	BDP	48516	BDP_279718
family_4	BUP	42999	BUP_157172
family_4	BDP	46063	BDP_154745
family_4	BDP	47228	BDP_16046
family_4	BDP	46430	BDP_171852
family_4	BDP	46878	BDP_261407
family_4	BDP	47322	BDP_399179
family_4	BDP	45806	BDP_203258
family_4	BDP	44798	BDP_315434
family_4	BDP	50741	BDP_397610
family_4	BDP	45804	BDP_50720
family_4	BDP	46080	BDP_364315
family_4	BDP	47529	BDP_182744
family_4	BDP	46810	BDP_53623
family_4	BDP	48968	BDP_316002
family_4	BDP	48185	BDP_41155
family_4	BDP	49504	BDP_356949
family_4	BDP	45781	BDP_426650
family_4	BDP	47042	BDP_87181
family_4	BDP	48057	BDP_80614
family_4	BDP	48920	BDP_219204
family_4	BDP	47059	BDP_6268
family_4	BDP	45327	BDP_117449
family_4	BDP	49061	BDP_134469
family_4	BDP	46305	BDP_24124
family_4	BDP	50646	BDP_97214
family_4	BDP	49739	BDP_276855
family_4	BDP	49189	BDP_428413
family_4	BUP	49405	BUP_4521
family_4	BDP	48388	BDP_297531
family_4	BDP	50180	BDP_185288
family_4	BDP	47622	BDP_408640
family_4	BDP	46122	BDP_151189
family_4	BDP	49278	BDP_337364
family_4	BDP	53694	BDP_221869
family_4	BDP	45751	BDP_134416
family_4	BUP	47416	BUP_181149
family_4	BDP	47236	BDP_158763
family_4	BDP	48175	BDP_38938
family_4	BDP	49063	BDP_394358
family_4	BDP	51455	BDP_372944
family_4	BDP	52176	BDP_408950
family_4	BDP	44459	BDP_100533
family_4	BDP	48011	BDP_105809
family_4	BDP	48041	BDP_272017
family_4	BDP	49719	BDP_356482
family_4	BDP	47079	BDP_283005
family_4	BDP	47700	BDP_404454
family_4	BDP	45139	BDP_164647
family_4	BUP	41570	BUP_15137
family_4	BDP	49433	BDP_244601
family_4	BDP	48572	BDP_421496
family_4	BUP	44871	BUP_63291
family_4	BDP	46645	BDP_340030
family_4	BDP	45273	BDP_11282
family_4	BUP	43336	BUP_314529
family_4	BDP	45974	BDP_272323
family_4	BDP	49505	BDP_276665
family_4	BUP	49624	BUP_34227
family_4	BDP	47021	BDP_224863
family_4	BDP	47815	BDP_131657
family_4	BUP	25477	BUP_257212
family_4	BUP	19809	BUP_25556
family_4	BDP	50112	BDP_48792
family_4	BUP	15444	BUP_76435
family_4	BDP	45679	BDP_161450
family_4	BDP	23400	BDP_367177
family_4	BDP	46434	BDP_213526
family_4	BDP	46881	BDP_338889
family_4	BDP	45385	BDP_301637
family_4	BDP	51144	BDP_201
family_4	BDP	51179	BDP_298813
family_4	BDP	50927	BDP_156
family_4	BDP	52448	BDP_104684
family_4	BUP	17141	BUP_146913
family_4	BDP	48766	BDP_195670
family_4	BDP	47330	BDP_311842
family_4	BDP	50409	BDP_222503
family_4	BDP	49607	BDP_380351
family_4	BDP	48827	BDP_195472
family_4	BDP	47574	BDP_264502
family_4	BDP	45143	BDP_317504
family_4	BDP	49537	BDP_285821
family_4	BDP	13296	BDP_237632
family_4	BDP	35242	BDP_391705
family_4	BDP	45055	BDP_275360
family_4	BDP	46687	BDP_414324
family_4	BDP	46950	BDP_16306
family_4	BDP	47018	BDP_192542
family_4	BDP	47865	BDP_40781
family_4	BDP	48165	BDP_46621
family_4	BDP	49404	BDP_236210
family_4	BDP	50041	BDP_79905
family_4	BDP	50525	BDP_403615
family_4	BUP	42071	BUP_292280
family_4	BUP	21468	BUP_125366
family_4	BDP	17749	BDP_175199
family_4	BDP	44951	BDP_99392
family_4	BDP	48311	BDP_74875
family_4	BDP	49067	BDP_203314
family_4	BDP	50148	BDP_248622
family_4	BDP	52777	BDP_2803
family_4	BDP	48572	BDP_342472
family_4	BUP	18830	BUP_299041
family_4	BDP	49512	BDP_215937
family_4	BDP	51351	BDP_262186
family_4	BUP	40669	BUP_182566
family_4	BDP	49712	BDP_17537
family_4	BDP	47977	BDP_309949
family_4	BDP	46162	BDP_317526
family_4	BDP	46272	BDP_94236
family_4	BDP	45594	BDP_8618
family_4	BDP	49771	BDP_343917
family_4	BUP	37540	BUP_106560
family_4	BDP	47249	BDP_33616
family_4	BDP	45944	BDP_148694
family_4	BDP	48973	BDP_402657
family_4	BUP	22044	BUP_62639
family_4	BDP	47890	BDP_20905
family_4	BDP	47916	BDP_321520
family_4	BDP	44788	BDP_91163
family_4	BDP	48070	BDP_260120
family_4	BDP	36119	BDP_42710
family_4	BDP	48768	BDP_341235
family_4	BDP	48916	BDP_140971
family_4	BDP	50856	BDP_87369
family_4	BDP	48288	BDP_365417
family_4	BDP	44723	BDP_132274
family_4	BDP	48806	BDP_228087
family_4	BUP	20859	BUP_72583
family_4	BDP	49284	BDP_317642
family_4	BDP	47445	BDP_358300
family_4	BDP	47496	BDP_40347
family_4	BDP	48990	BDP_163845
family_4	BDP	47910	BDP_394849
family_4	BDP	48976	BDP_205052
family_4	BDP	48174	BDP_201656
family_4	BDP	49536	BDP_110090
family_4	BDP	50326	BDP_244402
family_4	BUP	19432	BUP_228529
family_4	BDP	45320	BDP_159158
family_4	BDP	46047	BDP_96820
family_4	BDP	49626	BDP_54961
family_4	BDP	51540	BDP_4680
family_4	BUP	39852	BUP_67912
family_4	BDP	46188	BDP_147493
family_4	BDP	46286	BDP_170682
family_4	BDP	47212	BDP_228384
family_4	BDP	17493	BDP_377766
family_4	BDP	47259	BDP_234316
family_4	BDP	47683	BDP_121424
family_4	BDP	48208	BDP_385919
family_4	BUP	21230	BUP_268631
family_4	BDP	47630	BDP_59568
family_4	BUP	38757	BUP_78428
family_4	BDP	48606	BDP_83130
family_4	BUP	21048	BUP_20643
family_4	BDP	46247	BDP_104407
family_4	BDP	46547	BDP_134433
family_4	BDP	47508	BDP_5992
family_4	BDP	49326	BDP_99258
family_4	BDP	45022	BDP_8281
family_4	BUP	41163	BUP_228179
family_4	BDP	47182	BDP_72580
family_4	BDP	47083	BDP_70871
family_4	BDP	37836	BDP_158348
family_4	BUP	31813	BUP_109837
family_4	BDP	47163	BDP_271516
family_4	BDP	48512	BDP_58125
family_4	BDP	48575	BDP_21919
family_4	BDP	47928	BDP_107686
family_4	BDP	46890	BDP_10639
family_4	BUP	52774	BUP_289198
family_4	BDP	47258	BDP_101599
family_4	BDP	48377	BDP_280601
family_4	BDP	50579	BDP_420285
family_4	BUP	21891	BUP_242793
family_4	BDP	46585	BDP_69686
family_4	BDP	46944	BDP_43480
family_4	BUP	13466	BUP_312015
family_4	BUP	48737	BUP_168791
family_4	BUP	42596	BUP_349488
family_4	BDP	47655	BDP_226867
family_4	BDP	45498	BDP_139520
family_4	BDP	46398	BDP_162642
family_4	BDP	49805	BDP_83131
family_4	BDP	47982	BDP_422224
family_4	BDP	45338	BDP_157851
family_4	BDP	43331	BDP_219687
family_4	BUP	42121	BUP_186128
family_4	BDP	45459	BDP_414664
family_4	BDP	47106	BDP_400922
family_4	BDP	47130	BDP_189902
family_4	BDP	47446	BDP_145877
family_4	BDP	49101	BDP_338086
family_4	BUP	44383	BUP_46019
family_4	BDP	46630	BDP_221379
family_4	BDP	43469	BDP_54558
family_4	BDP	47289	BDP_236969
family_4	BDP	48070	BDP_350579
family_4	BDP	49238	BDP_192723
family_4	BUP	42349	BUP_362597
family_4	BDP	44854	BDP_417100
family_4	BDP	49510	BDP_106956
family_4	BDP	47390	BDP_74176
family_4	BDP	44682	BDP_425056
family_4	BDP	48219	BDP_29070
family_4	BDP	43457	BDP_377046
family_4	BDP	46550	BDP_301007
family_4	BDP	46765	BDP_28420
family_4	BDP	50255	BDP_159961
family_4	BUP	41631	BUP_248853
family_4	BDP	45895	BDP_32581
family_4	BDP	47772	BDP_300486
family_4	BDP	45346	BDP_205283
family_4	BDP	47189	BDP_48019
family_4	BDP	44121	BDP_167134
family_4	BDP	44937	BDP_394973
family_4	BDP	45349	BDP_330046
family_4	BDP	48449	BDP_184073
family_4	BDP	44756	BDP_8119
family_4	BDP	46994	BDP_78860
family_4	BDP	48100	BDP_265074
family_4	BDP	49147	BDP_64614
family_4	BUP	45236	BUP_86863
family_4	BDP	47682	BDP_193380
family_4	BDP	86487	BDP_34963
family_4	BDP	46620	BDP_273370
family_4	BDP	45801	BDP_161732
family_4	BDP	48074	BDP_99614
family_4	BDP	45121	BDP_195740
family_4	BUP	16922	BUP_30285
family_4	BDP	48050	BDP_323162
family_4	BDP	45117	BDP_233205
family_4	BDP	49428	BDP_4167
family_4	BDP	46555	BDP_225090
family_4	BDP	48280	BDP_359217
family_4	BUP	42011	BUP_116269
family_4	BDP	46817	BDP_100853
family_4	BDP	47846	BDP_18982
family_4	BUP	50181	BUP_186900
family_4	BUP	42484	BUP_181682
family_4	BDP	46638	BDP_62997
family_4	BDP	48047	BDP_267788
family_4	BDP	46910	BDP_371863
family_4	BDP	44759	BDP_156016
family_4	BDP	46440	BDP_189748
family_4	BUP	43742	BUP_224413
family_4	BUP	48100	BUP_158677
family_4	BDP	45775	BDP_152782
family_4	BDP	48692	BDP_139944
family_4	BDP	47531	BDP_257569
family_4	BDP	43662	BDP_312942
family_4	BDP	48167	BDP_142396
family_4	BDP	46287	BDP_268331
family_4	BDP	49184	BDP_180503
family_4	BUP	18028	BUP_16644
family_4	BUP	46956	BUP_213288
family_4	BDP	45168	BDP_69497
family_4	BDP	50107	BDP_137922
family_4	BDP	47565	BDP_136459
family_4	BDP	46894	BDP_70875
family_4	BDP	47535	BDP_211044
family_4	BDP	47610	BDP_379114
family_4	BDP	24249	BDP_67339
family_4	BDP	29981	BDP_48435
family_4	BDP	45304	BDP_262878
family_4	BDP	47725	BDP_98227
family_4	BDP	48926	BDP_361973
family_4	BDP	49410	BDP_183210
family_4	BDP	44944	BDP_273359
family_4	BDP	46501	BDP_311260
family_4	BDP	47856	BDP_54069
family_4	BUP	32983	BUP_153082
family_4	BDP	47018	BDP_28827
family_4	BDP	47690	BDP_190483
family_4	BDP	47938	BDP_79869
family_4	BDP	50608	BDP_180667
family_4	BDP	50103	BDP_405046
family_4	BDP	66048	BDP_372641
family_4	BUP	46287	BUP_136647
family_4	BDP	44318	BDP_145452
family_4	BDP	49742	BDP_315203
family_4	BDP	48807	BDP_310287
family_4	BDP	50233	BDP_60851
family_4	BDP	49207	BDP_79711
family_4	BDP	49373	BDP_190986
family_4	BDP	51338	BDP_243287
family_4	BDP	44987	BDP_4855
family_4	BDP	49525	BDP_277065
family_4	BUP	43678	BUP_181586
family_4	BDP	44123	BDP_215266
family_4	BDP	45082	BDP_386731
family_4	BDP	50310	BDP_119775
family_4	BDP	47930	BDP_342985
family_4	BDP	51588	BDP_93910
family_4	BUP	43287	BUP_147975
family_4	BDP	49816	BDP_99561
family_4	BDP	48347	BDP_304421
family_4	BDP	49258	BDP_186165
family_4	BDP	49542	BDP_192969
family_4	BDP	51639	BDP_200177
family_4	BUP	20574	BUP_131301
family_4	BDP	49989	BDP_288117
family_4	BDP	45924	BDP_30814
family_4	BDP	49601	BDP_28727
family_4	BDP	46639	BDP_13091
family_4	BDP	50071	BDP_421469
family_4	BDP	47588	BDP_192430
family_4	BDP	48086	BDP_424304
family_4	BUP	41353	BUP_151422
family_4	BDP	47708	BDP_69071
family_4	BDP	47278	BDP_82909
family_4	BDP	47109	BDP_10335
family_4	BDP	47613	BDP_28350
family_4	BDP	50882	BDP_419869
family_4	BUP	14550	BUP_360265
family_4	BDP	50428	BDP_201428
family_4	BDP	40237	BDP_72781
family_4	BDP	48231	BDP_220645
family_4	BDP	50515	BDP_391455
family_4	BUP	40891	BUP_230101
family_4	BDP	51227	BDP_246980
family_4	BDP	53163	BDP_44223
family_4	BUP	22839	BUP_122367
family_4	BDP	46364	BDP_23772
family_4	BDP	44433	BDP_30234
family_4	BDP	50928	BDP_116486
family_4	BDP	44964	BDP_249826
family_4	BDP	44146	BDP_84966
family_4	BDP	43877	BDP_299696
family_4	BDP	51146	BDP_117844
family_4	BDP	48009	BDP_203546
family_4	BDP	50414	BDP_290843
family_4	BUP	46374	BUP_13686
family_4	BDP	43132	BDP_229212
family_4	BDP	46531	BDP_34948
family_4	BDP	47583	BDP_74130
family_4	BDP	52087	BDP_365157
family_4	BDP	49083	BDP_97482
family_4	BDP	48182	BDP_311612
family_4	BDP	50341	BDP_67932
family_4	BUP	33099	BUP_248056
family_4	BDP	49491	BDP_58988
family_4	BUP	37491	BUP_29292
family_4	BDP	47243	BDP_228585
family_4	BDP	50736	BDP_250490
family_4	BDP	48021	BDP_305822
family_4	BDP	27050	BDP_317882
family_4	BDP	49386	BDP_36628
family_4	BDP	21515	BDP_179488
family_4	BDP	46361	BDP_131582
family_4	BUP	39182	BUP_297851
family_4	BDP	39990	BDP_72015
family_4	BDP	49739	BDP_418022
